Site_Chr	Peak Id	Site_Pos	Mapped_Chr	Mapped_Pos	0	10	20	30	40	50	60	90	120	150	Val_init	Val_fit	SSR	BGD	Residency in Minutes	0	10	20	30	40	50	60	90	120	150
chrXI	Peak341	407942	chrXI	407954	-0.772287	-0.764338	-0.841802	-0.694435	-0.656884	-0.402724	-0.288858	-0.336708	-0.185073	-0.138621	5.00E-04	3.02E-04	6.84E-02	7.40E-01	55.1986594232778	-0.767272	-0.767272	-0.767272	-0.767732	-0.755855	-0.717785	-0.656125	-0.424584	-0.201404	-0.014194
chrIV	Peak387	1016248	chrIV	1016271	-0.636482	-1.063774	-0.743652	-0.791978	-0.713994	-0.529197	-0.325838	-0.250273	-0.502357	0.034702	2.00E-03	3.03E-04	9.32E-02	7.29E-01	55.0941421153396	-0.800603	-0.800603	-0.800603	-0.801087	-0.788621	-0.748688	-0.684067	-0.441948	-0.209163	-0.014155
chrXIV	Peak388	254263	chrXIV	254349	-0.83561	-1.181442	-0.806999	-0.582417	-0.706782	-0.507333	-0.305807	-0.302622	-0.421855	-0.010965	2.00E-03	3.04E-04	1.03E-01	7.18E-01	54.9133078118244	-0.83607	-0.83607	-0.83607	-0.836578	-0.823462	-0.781472	-0.713599	-0.459979	-0.216899	-0.013619
chrIV	Peak440	727734	chrIV	727646	-0.568673	-0.667952	-0.706974	-0.494833	-0.58002	-0.487744	-0.34136	-0.238765	-0.130584	-0.11931	2.00E-03	3.01E-04	2.45E-02	7.93E-01	55.3263936331271	-0.607197	-0.607197	-0.607197	-0.607554	-0.598333	-0.568724	-0.520608	-0.338432	-0.161219	-0.011915
chrIV	Peak441	410474	chrIV	411258	-1.939091	-2.416036	-2.122492	-1.411248	-1.242012	-1.078906	-0.594313	-0.680572	-0.54118	-0.140373	4.00E-03	3.02E-04	2.05E-01	4.17E-01	55.1503658178915	-1.924416	-1.924416	-1.924416	-1.925877	-1.888426	-1.771486	-1.590899	-0.981589	-0.454296	-0.031226
chrIV	Peak492	1468890	chrIV	1468978	-0.566873	-0.496722	-0.699328	-0.455784	-0.395801	-0.301831	-0.303893	-0.153704	-0.329437	0.004734	2.00E-03	3.04E-04	5.35E-02	8.11E-01	54.8881160642147	-0.551751	-0.551751	-0.551751	-0.552077	-0.543677	-0.516705	-0.472862	-0.306746	-0.145105	-0.009021
chrXVI	Peak511	739888	chrXVI	739855	-0.95337	-0.944211	-1.242364	-0.763029	-0.852867	-0.654042	-0.459495	-0.24778	-0.279057	-0.170557	5.00E-04	3.02E-04	8.41E-02	6.77E-01	55.1257583926211	-0.965731	-0.965731	-0.965731	-0.966327	-0.95096	-0.90184	-0.822685	-0.529102	-0.249899	-0.01711
chrXII	Peak517	341290	chrXII	341320	-0.274997	-0.526388	-0.426653	-0.394075	-0.336281	-0.258743	-0.036831	0.003577	-0.366046	-0.013815	4.00E-03	3.04E-04	9.46E-02	8.61E-01	54.7843741816584	-0.402728	-0.402728	-0.402728	-0.402964	-0.396889	-0.377366	-0.345571	-0.224539	-0.106166	-0.006302
chrII	Peak538	408774	chrII	408757	-0.472045	-0.986345	-0.238596	-0.561264	-0.300557	-0.07773	-0.152706	-0.061798	-0.251853	-0.151993	5.00E-04	3.00E-04	1.99E-01	8.15E-01	55.480730543629	-0.540057	-0.540057	-0.540057	-0.540372	-0.532241	-0.506111	-0.463594	-0.302091	-0.144392	-0.01126
chrXIV	Peak661	157919	chrXIV	157919	-0.339536	-0.492872	-0.197397	-0.170381	-0.236401	-0.13433	-0.166656	-0.090174	-0.130249	-0.036952	1.00E-03	3.05E-04	3.49E-02	8.98E-01	54.729540838855	-0.294405	-0.294405	-0.294405	-0.294576	-0.290157	-0.275949	-0.252786	-0.164395	-0.07771	-0.004497
chrXV	Peak028	639315	chrXV	639387	-1.400563	-1.750983	-1.568115	-1.030752	-1.105315	-0.778558	-0.543475	-0.402686	-0.598304	-0.080082	2.00E-03	2.99E-04	1.64E-01	5.46E-01	55.7609976579266	-1.412554	-1.412554	-1.412554	-1.41349	-1.389417	-1.313047	-1.191789	-0.757271	-0.358387	-0.030422
chrV	Peak055	522894	chrV	522866	-1.410093	-1.768768	-1.648744	-0.942549	-1.088653	-0.779517	-0.482276	-0.604141	-0.51944	-0.070191	4.00E-03	2.96E-04	1.59E-01	5.48E-01	56.3963881046031	-1.406429	-1.406429	-1.406429	-1.40735	-1.383667	-1.308449	-1.188871	-0.759057	-0.363046	-0.036604
chrXII	Peak131	424327	chrXII	424325	-1.819647	-2.130364	-2.030339	-1.452503	-1.089219	-0.925867	-0.247094	-0.455993	-0.694664	-0.164913	5.00E-04	2.99E-04	4.02E-01	4.38E-01	55.829398756456	-1.834088	-1.834088	-1.834088	-1.835431	-1.800978	-1.692937	-1.524968	-0.95014	-0.445759	-0.038512
chrXI	Peak137	613951	chrXI	614155	-1.724961	-2.059581	-1.867753	-1.242825	-1.192888	-0.838629	-0.571409	-0.566658	-0.632503	-0.099304	2.00E-03	2.96E-04	2.02E-01	4.73E-01	56.3144871270714	-1.690898	-1.690898	-1.690898	-1.692081	-1.661686	-1.565871	-1.415598	-0.891518	-0.423046	-0.041721
chrX	Peak157	391986	chrX	391594	-2.048162	-2.621106	-2.168345	-1.511744	-1.414026	-0.993654	-0.516889	-0.555535	-0.757018	-0.11495	2.00E-03	2.99E-04	2.90E-01	3.93E-01	55.7403720491465	-2.032849	-2.032849	-2.032849	-2.034425	-1.994074	-1.868443	-1.675553	-1.032236	-0.481199	-0.040429
chrIX	Peak174	382292	chrIX	382604	-1.343587	-1.646443	-1.599239	-1.214849	-0.868831	-0.687144	-0.406326	-0.379731	-0.58801	-0.130023	5.00E-04	2.97E-04	2.44E-01	5.39E-01	56.0681869891978	-1.439935	-1.439935	-1.439935	-1.44089	-1.416337	-1.338457	-1.214887	-0.772736	-0.367345	-0.034036
chrVII	Peak202	774529	chrVII	774668	-1.709969	-1.826814	-1.878668	-1.291477	-1.15267	-0.865467	-0.380205	-0.510489	-0.658937	-0.11531	2.00E-03	2.95E-04	2.59E-01	4.81E-01	56.4277785376719	-1.657422	-1.657422	-1.657422	-1.65857	-1.629072	-1.535976	-1.389687	-0.877339	-0.417413	-0.042337
chrXII	Peak237	65512	chrXII	65504	-1.17033	-1.647478	-1.384378	-0.883765	-0.941058	-0.570795	-0.334668	-0.392749	-0.534324	-0.09865	5.00E-04	2.97E-04	2.16E-01	5.94E-01	56.1554076197497	-1.244238	-1.244238	-1.244238	-1.245029	-1.224652	-1.159731	-1.0559	-0.677486	-0.32388	-0.030753
chrXII	Peak258	346468	chrXII	346604	-1.541374	-1.489435	-1.804722	-1.015879	-1.169695	-0.948224	-0.57001	-0.628959	-0.506763	-0.05632	1.00E-03	2.98E-04	1.10E-01	5.40E-01	55.9942142298321	-1.433942	-1.433942	-1.433942	-1.434892	-1.410442	-1.332885	-1.209811	-0.769301	-0.365317	-0.03317
chrXV	Peak293	978958	chrXV	978869	-2.360477	-3.104644	-2.638772	-1.865671	-1.579774	-1.136444	-0.738188	-0.860301	-0.876902	-0.055504	1.00E-03	2.95E-04	2.39E-01	3.14E-01	56.4168528422811	-2.422866	-2.422866	-2.422866	-2.424961	-2.371508	-2.20765	-1.962859	-1.188279	-0.554633	-0.055814
chrXV	Peak295	1010907	chrXV	1010675	-1.30222	-1.300967	-1.361546	-1.085027	-0.851423	-0.731354	-0.444814	-0.344553	-0.487527	-0.128777	5.00E-04	2.97E-04	1.51E-01	5.90E-01	56.0522344046149	-1.258508	-1.258508	-1.258508	-1.259312	-1.23861	-1.172684	-1.067317	-0.683927	-0.32631	-0.030137
chrII	Peak336	107809	chrII	107916	-1.205591	-1.438652	-1.440111	-1.030117	-0.980257	-0.789546	-0.528502	-0.23765	-0.523778	-0.134013	5.00E-04	3.00E-04	1.51E-01	5.87E-01	55.5327871128393	-1.268197	-1.268197	-1.268197	-1.269016	-1.247932	-1.180854	-1.073769	-0.685234	-0.32405	-0.025624
chrV	Peak381	355039	chrV	355125	-0.356843	-0.343191	-0.441614	-0.227226	-0.224969	-0.090985	-0.103723	-0.216218	-0.091064	-0.058974	5.00E-04	2.97E-04	4.44E-02	8.83E-01	56.0826200184893	-0.340188	-0.340188	-0.340188	-0.340382	-0.335381	-0.319277	-0.292989	-0.192302	-0.093007	-0.008694
chrXIII	Peak398	483631	chrXIII	483541	-0.755028	-0.903787	-0.867475	-0.400276	-0.659019	-0.46087	-0.344963	-0.245573	-0.40472	0.010488	4.00E-03	2.98E-04	8.20E-02	7.56E-01	55.8423057958171	-0.717361	-0.717361	-0.717361	-0.717785	-0.706864	-0.671808	-0.614922	-0.400252	-0.192081	-0.016765
chrIV	Peak405	159415	chrIV	159493	-1.250322	-1.480488	-1.463445	-0.847895	-1.07146	-0.862894	-0.530754	-0.337744	-0.478323	-0.117276	2.00E-03	2.95E-04	1.18E-01	5.96E-01	56.4718489527126	-1.237062	-1.237062	-1.237062	-1.237844	-1.217718	-1.153561	-1.050875	-0.675959	-0.324865	-0.033391
chrIV	Peak407	955112	chrIV	955328	-0.677119	-1.13851	-0.88796	-0.666692	-0.576735	-0.262083	-0.237678	-0.197664	-0.467574	-0.066503	5.00E-04	2.98E-04	1.90E-01	7.20E-01	55.8579144464542	-0.830095	-0.830095	-0.830095	-0.830592	-0.817787	-0.776739	-0.710292	-0.461057	-0.220965	-0.019365
chrV	Peak536	517623	chrV	517753	-0.479977	-0.406999	-0.637511	-0.475827	-0.436591	-0.371726	-0.216733	-0.094976	-0.359118	0.014069	2.00E-03	2.99E-04	5.37E-02	8.29E-01	55.7005626870843	-0.497641	-0.497641	-0.497641	-0.49793	-0.490491	-0.46657	-0.427613	-0.279288	-0.134047	-0.01122
chrXV	Peak612	668270	chrXV	667332	-0.06145	-0.130486	-0.252855	-0.084862	-0.336651	-0.268589	-0.25475	-0.06549	0.054934	-0.042511	2.00E-03	2.95E-04	4.36E-02	9.55E-01	56.4422252866588	-0.13055	-0.13055	-0.13055	-0.130623	-0.128731	-0.122628	-0.112648	-0.074245	-0.036156	-0.003705
chrVII	Peak657	229909	chrVII	229050	-1.580687	-1.788131	-1.829414	-1.186633	-1.382326	-0.884772	-0.716139	-0.328673	-0.629778	-0.119614	2.00E-03	2.99E-04	1.64E-01	5.03E-01	55.7209539204427	-1.572849	-1.572849	-1.572849	-1.57393	-1.546154	-1.458392	-1.32007	-0.832513	-0.39231	-0.032866
chrXIII	Peak723	482604	chrXIII	483541	-0.755028	-0.903787	-0.867475	-0.400276	-0.659019	-0.46087	-0.344963	-0.245573	-0.40472	0.010488	4.00E-03	2.98E-04	8.20E-02	7.56E-01	55.8423057958171	-0.717361	-0.717361	-0.717361	-0.717785	-0.706864	-0.671808	-0.614922	-0.400252	-0.192081	-0.016765
chrVII	Peak750	772090	chrVII	772248	-0.103775	-0.162998	-0.581562	-0.115941	-0.177906	-0.333602	-0.165785	-0.319536	-0.014538	0.060418	2.00E-05	2.99E-04	6.85E-02	9.21E-01	55.8098438072225	-0.228206	-0.228206	-0.228206	-0.228336	-0.224983	-0.214183	-0.196543	-0.128891	-0.062094	-0.005375
chrXVI	Peak011	188781	chrXVI	188763	-1.780453	-2.220199	-1.976639	-1.232956	-1.229824	-0.919634	-0.503482	-0.488913	-0.720636	-0.118558	2.00E-03	2.92E-04	2.54E-01	4.57E-01	57.157313043859	-1.754834	-1.754834	-1.754834	-1.756064	-1.724467	-1.624911	-1.469076	-0.927761	-0.445464	-0.052927
chrXIII	Peak057	296940	chrXIII	296890	-2.066369	-2.293453	-2.166185	-1.413889	-1.542529	-1.033582	-0.683871	-0.568057	-0.749786	-0.095228	4.00E-03	2.95E-04	1.98E-01	4.13E-01	56.5543237646811	-1.942246	-1.942246	-1.942246	-1.943693	-1.906602	-1.790568	-1.611095	-1.00331	-0.474992	-0.049546
chrIX	Peak214	254384	chrIX	254365	-2.165546	-2.661659	-2.295217	-1.541221	-1.39982	-1.055083	-0.620898	-0.739895	-0.889545	-0.039754	1.00E-03	2.93E-04	2.52E-01	3.77E-01	56.870457401127	-2.107388	-2.107388	-2.107388	-2.109026	-2.067099	-1.936667	-1.736954	-1.074343	-0.509047	-0.056894
chrXIV	Peak227	90047	chrXIV	89981	-1.734203	-1.665737	-1.95215	-1.254208	-1.35155	-0.997399	-0.561894	-0.45996	-0.606694	-0.128533	2.00E-03	2.95E-04	1.68E-01	4.89E-01	56.5638245833622	-1.628817	-1.628817	-1.628817	-1.629935	-1.601207	-1.510449	-1.367594	-0.865417	-0.41292	-0.04326
chrVI	Peak239	224018	chrVI	224998	-0.952481	-1.563386	-0.969554	-0.893263	-0.711936	-0.420792	-0.039211	-0.196539	-0.578531	-0.155858	1.00E-03	2.91E-04	3.72E-01	6.45E-01	57.3294234666529	-1.070847	-1.070847	-1.070847	-1.071494	-1.054808	-1.001388	-0.915309	-0.595848	-0.291223	-0.035929
chrXVI	Peak252	135634	chrXVI	135729	-1.360173	-1.798236	-1.536221	-0.966514	-1.107381	-0.789685	-0.502838	-0.326394	-0.61676	-0.112247	5.00E-04	2.93E-04	1.89E-01	5.54E-01	56.920781526884	-1.383087	-1.383087	-1.383087	-1.38398	-1.361004	-1.287934	-1.171564	-0.751511	-0.362644	-0.04117
chrVI	Peak306	225030	chrVI	225164	-0.851915	-1.446082	-0.891755	-0.808166	-0.627983	-0.376406	-0.003955	-0.234911	-0.52666	-0.12742	1.00E-03	2.94E-04	3.44E-01	6.74E-01	56.6733235152468	-0.977717	-0.977717	-0.977717	-0.978306	-0.963124	-0.914497	-0.835995	-0.543417	-0.263304	-0.028397
chrXVI	Peak362	244124	chrXVI	243935	-1.842511	-1.778519	-2.004515	-1.265468	-1.256965	-0.983681	-0.593885	-0.513055	-0.573066	-0.145551	2.00E-03	2.95E-04	1.75E-01	4.72E-01	56.5237317148554	-1.694903	-1.694903	-1.694903	-1.696086	-1.665696	-1.569875	-1.41957	-0.895177	-0.426172	-0.044213
chrIV	Peak364	556816	chrIV	556792	-0.659517	-0.88176	-0.569849	-0.42174	-0.500265	-0.217034	-0.200889	-0.238242	-0.314192	-0.050554	2.00E-03	2.92E-04	1.06E-01	7.87E-01	57.1545101309799	-0.623706	-0.623706	-0.623706	-0.624063	-0.614864	-0.585258	-0.53705	-0.353495	-0.173493	-0.020738
chrX	Peak439	573078	chrX	572937	-0.622631	-0.974481	-0.867884	-0.732307	-0.371421	-0.438673	-0.209304	-0.287334	-0.246427	-0.169361	2.00E-03	2.90E-04	1.42E-01	7.32E-01	57.4933894100856	-0.79317	-0.79317	-0.79317	-0.793629	-0.78178	-0.74369	-0.681849	-0.44807	-0.220577	-0.028092
chrX	Peak554	123323	chrX	123438	-0.436308	-0.77316	-0.669064	-0.351506	-0.45198	-0.411202	-0.32441	-0.277131	-0.236842	-0.001003	1.00E-03	2.92E-04	3.95E-02	8.12E-01	57.0405687355395	-0.54749	-0.54749	-0.54749	-0.547802	-0.539768	-0.513897	-0.471726	-0.310715	-0.152353	-0.017805
chrXII	Peak580	388580	chrXII	388804	-0.368509	-0.731519	-0.380218	-0.380037	-0.253847	-0.352944	-0.092237	-0.040785	-0.21144	-0.133457	1.00E-03	2.95E-04	9.33E-02	8.43E-01	56.5238659023283	-0.457201	-0.457201	-0.457201	-0.457462	-0.450742	-0.429104	-0.39381	-0.258866	-0.125995	-0.013157
chrVII	PeakPP004	701510	chrVII	701508	-0.385041	-0.857221	-0.109702	-0.430586	-0.403625	-0.167001	-0.052816	-0.012079	-0.336543	-0.050791	5.00E-04	2.95E-04	1.61E-01	8.55E-01	56.5388030328319	-0.421538	-0.421538	-0.421538	-0.421778	-0.415599	-0.395697	-0.363221	-0.238908	-0.116344	-0.012193
chrXIII	Peak100	298725	chrXIII	298658	-1.719385	-2.059363	-2.100608	-1.387421	-1.362789	-1.048726	-0.548294	-0.462945	-0.645399	-0.18696	5.00E-04	2.86E-04	2.16E-01	4.49E-01	58.2685387182786	-1.78711	-1.78711	-1.78711	-1.788351	-1.756495	-1.656044	-1.498785	-0.952204	-0.464565	-0.066864
chrXI	Peak132	381949	chrXI	381813	-1.428032	-1.826365	-1.895479	-1.294915	-1.316335	-0.90211	-0.533358	-0.680002	-0.608311	-0.076559	1.00E-03	2.88E-04	1.50E-01	4.99E-01	57.8413492767229	-1.588621	-1.588621	-1.588621	-1.589679	-1.5625	-1.476373	-1.340259	-0.857294	-0.417626	-0.056234
chrVII	Peak149	807945	chrVII	807789	-1.411208	-1.607541	-1.646703	-0.999998	-1.073668	-0.767266	-0.386767	-0.453996	-0.563335	-0.124976	5.00E-04	2.89E-04	1.98E-01	5.52E-01	57.7221766986655	-1.392588	-1.392588	-1.392588	-1.393477	-1.370603	-1.297787	-1.181726	-0.761909	-0.372169	-0.049179
chrI	Peak206	71146	chrI	71146	-1.553303	-1.740512	-1.775604	-1.308058	-1.346484	-0.835284	-0.593011	-0.477941	-0.72385	-0.076871	4.00E-03	2.88E-04	1.70E-01	5.01E-01	57.913664856633	-1.582157	-1.582157	-1.582157	-1.583207	-1.556211	-1.470639	-1.335345	-0.854829	-0.416942	-0.056821
chrVII	Peak209	1000468	chrVII	1000457	-1.878534	-2.22544	-2.036099	-1.227678	-1.311818	-0.919483	-0.613055	-0.555815	-0.705221	-0.114317	2.00E-03	2.89E-04	2.14E-01	4.49E-01	57.6816432438818	-1.790085	-1.790085	-1.790085	-1.791341	-1.759101	-1.657543	-1.498736	-0.948238	-0.458565	-0.060005
chrIII	Peak236	163665	chrIII	163843	-2.378707	-2.524062	-2.421975	-1.472915	-1.433007	-1.174665	-0.623085	-0.746325	-0.713329	-0.144672	4.00E-03	2.86E-04	2.28E-01	3.72E-01	58.1939529965114	-2.131331	-2.131331	-2.131331	-2.132964	-2.091182	-1.961013	-1.761511	-1.098105	-0.530507	-0.075293
chrXIV	Peak247	499435	chrXIV	499382	-1.64484	-2.207889	-1.99199	-1.206839	-1.300304	-1.039738	-0.706467	-0.552102	-0.730382	-0.083871	4.00E-03	2.85E-04	1.60E-01	4.68E-01	58.4274394887459	-1.712124	-1.712124	-1.712124	-1.713288	-1.68341	-1.588968	-1.440484	-0.919581	-0.450532	-0.066441
chrXIV	Peak332	345672	chrXIV	345884	-1.324453	-1.429031	-1.418167	-0.948444	-1.116693	-0.690248	-0.36563	-0.283705	-0.595467	-0.12876	5.00E-04	2.89E-04	2.01E-01	5.87E-01	57.6601710177608	-1.26616	-1.26616	-1.26616	-1.266949	-1.246642	-1.181834	-1.078038	-0.698352	-0.341736	-0.044713
chrXVI	Peak351	822106	chrXVI	822069	-0.566172	-0.886374	-0.621295	-0.468747	-0.517955	-0.299505	-0.139081	-0.162351	-0.356463	-0.071621	5.00E-04	2.89E-04	1.15E-01	7.86E-01	57.7638482183261	-0.627573	-0.627573	-0.627573	-0.627929	-0.618762	-0.589238	-0.541131	-0.357615	-0.177171	-0.023678
chrXVI	Peak379	121557	chrXVI	121659	-1.22834	-1.175821	-1.493023	-0.875761	-1.094849	-0.899912	-0.631706	-0.538036	-0.517104	-0.00656	1.00E-03	2.88E-04	5.90E-02	6.13E-01	57.9498703487551	-1.176516	-1.176516	-1.176516	-1.177234	-1.158759	-1.099673	-1.004705	-0.654342	-0.322201	-0.044292
chrXIII	Peak432	540597	chrXIII	540472	-0.533755	-0.485326	-0.515511	-0.299484	-0.361979	-0.166358	0.004387	-0.214916	-0.36355	0.033692	1.00E-03	2.87E-04	1.13E-01	8.43E-01	58.0825127145524	-0.455427	-0.455427	-0.455427	-0.455679	-0.449157	-0.428114	-0.393724	-0.26155	-0.130441	-0.018381
chrXI	Peak467	384867	chrXI	384912	-0.778574	-0.707125	-0.766473	-0.41351	-0.617016	-0.369217	-0.372756	-0.146194	-0.343736	-0.066507	5.00E-04	2.87E-04	7.03E-02	7.76E-01	58.1694583353111	-0.658509	-0.658509	-0.658509	-0.658881	-0.649297	-0.618421	-0.568113	-0.37621	-0.18746	-0.02676
chrXVI	Peak574	845330	chrXVI	844394	-0.21102	0.027401	-0.390996	-0.198699	-0.141543	-0.194905	-0.135097	0.007566	-0.131732	-0.01575	2.00E-03	2.90E-04	4.31E-02	9.36E-01	57.5298654790662	-0.185639	-0.185639	-0.185639	-0.185741	-0.183094	-0.17455	-0.160563	-0.106578	-0.052796	-0.006781
chrVII	Peak614	915117	chrVII	914796	-0.256748	-0.480335	-0.304106	-0.052135	-0.068525	-0.115158	-0.152309	-0.199551	-0.199747	0.079928	2.00E-03	2.87E-04	6.56E-02	9.08E-01	58.1606282557593	-0.265242	-0.265242	-0.265242	-0.265388	-0.261635	-0.249512	-0.229663	-0.15299	-0.076492	-0.010917
chrX	Peak659	705318	chrX	704328	-0.915871	-1.137532	-1.177644	-0.849075	-0.876341	-0.766566	-0.543282	-0.092592	-0.396087	-0.208545	4.00E-03	2.88E-04	1.20E-01	6.63E-01	57.9048921411365	-1.013208	-1.013208	-1.013208	-1.013809	-0.998311	-0.948613	-0.868332	-0.568549	-0.280638	-0.038332
chrVII	Peak730	206592	chrVII	206574	-0.424339	-0.385537	-0.167489	-0.098992	-0.127024	-0.056491	-0.133833	-0.13827	-0.190525	0.036481	5.00E-04	2.89E-04	5.59E-02	9.09E-01	57.7561015278337	-0.262421	-0.262421	-0.262421	-0.262566	-0.258828	-0.246762	-0.227014	-0.150826	-0.074951	-0.010014
chrXI	Peak753	382606	chrXI	381813	-1.428032	-1.826365	-1.895479	-1.294915	-1.316335	-0.90211	-0.533358	-0.680002	-0.608311	-0.076559	1.00E-03	2.88E-04	1.50E-01	4.99E-01	57.8413492767229	-1.588621	-1.588621	-1.588621	-1.589679	-1.5625	-1.476373	-1.340259	-0.857294	-0.417626	-0.056234
chrXVI	Peak021	627545	chrXVI	627688	-1.428478	-1.946246	-1.726331	-1.196774	-1.145355	-0.853253	-0.539223	-0.550242	-0.662196	-0.090646	4.00E-03	2.84E-04	1.74E-01	5.10E-01	58.6453441578564	-1.546369	-1.546369	-1.546369	-1.547375	-1.521512	-1.439369	-1.309131	-0.843558	-0.416265	-0.063422
chrX	Peak051	265616	chrX	265819	-1.356593	-1.304075	-1.641891	-0.965734	-1.043977	-0.67107	-0.379738	-0.552646	-0.485609	-0.11597	2.00E-03	2.85E-04	1.67E-01	5.79E-01	58.5065478188057	-1.296954	-1.296954	-1.296954	-1.297756	-1.27712	-1.211223	-1.105676	-0.719448	-0.356309	-0.053315
chrVI	Peak059	95663	chrVI	95812	-2.229653	-2.5413	-2.164979	-1.606938	-1.423523	-1.048984	-0.604993	-0.709196	-0.788043	-0.133891	4.00E-03	2.83E-04	2.41E-01	3.79E-01	58.9854827289327	-2.094992	-2.094992	-2.094992	-2.096559	-2.056433	-1.931079	-1.738198	-1.091562	-0.533894	-0.084847
chrVIII	Peak060	175198	chrVIII	175020	-2.078805	-2.530561	-2.313483	-1.600762	-1.308685	-1.108452	-0.666963	-0.644554	-0.847917	-0.12709	4.00E-03	2.80E-04	2.37E-01	3.81E-01	59.4384092664956	-2.088257	-2.088257	-2.088257	-2.089805	-2.050172	-1.926235	-1.735288	-1.093401	-0.538293	-0.090589
chrXV	Peak088	168207	chrXV	168348	-1.949942	-2.536165	-1.93307	-1.293195	-1.261006	-0.95939	-0.621251	-0.532176	-0.661889	-0.18896	2.00E-03	2.82E-04	2.36E-01	4.32E-01	59.0551436852985	-1.860996	-1.860996	-1.860996	-1.862297	-1.828912	-1.72375	-1.559575	-0.992261	-0.488729	-0.078522
chrX	Peak104	545559	chrX	545664	-1.77738	-2.119782	-1.954139	-1.424355	-1.2982	-0.896153	-0.563866	-0.495975	-0.802477	-0.116887	2.00E-03	2.83E-04	2.39E-01	4.47E-01	58.8206506599206	-1.795289	-1.795289	-1.795289	-1.796528	-1.764744	-1.66446	-1.507385	-0.960808	-0.47244	-0.073611
chrV	Peak195	110675	chrV	110673	-1.679035	-1.779625	-1.862811	-1.091677	-1.261357	-0.942934	-0.622293	-0.541501	-0.61776	-0.12122	4.00E-03	2.82E-04	1.46E-01	5.04E-01	59.1602066678996	-1.569494	-1.569494	-1.569494	-1.570512	-1.544343	-1.461211	-1.329442	-0.858635	-0.426611	-0.069632
chrXII	Peak203	234716	chrXII	234746	-1.728682	-1.922923	-1.736793	-1.190784	-1.218396	-0.793686	-0.454637	-0.386727	-0.67947	-0.17428	1.00E-03	2.83E-04	2.61E-01	4.92E-01	58.816685917368	-1.617557	-1.617557	-1.617557	-1.618624	-1.591201	-1.504241	-1.366789	-0.878795	-0.433988	-0.067674
chrXV	Peak223	161258	chrXV	161134	-2.06573	-2.458452	-2.152889	-1.618119	-1.455552	-1.082167	-0.649536	-0.71839	-0.697047	-0.147027	4.00E-03	2.85E-04	1.98E-01	3.91E-01	58.5628763836065	-2.04182	-2.04182	-2.04182	-2.043334	-2.004552	-1.883241	-1.69608	-1.065238	-0.518588	-0.077801
chrIV	Peak235	525194	chrIV	525358	-1.663479	-1.565911	-1.925961	-1.103249	-1.324984	-0.996054	-0.657569	-0.598375	-0.582774	-0.101074	1.00E-03	2.82E-04	1.11E-01	5.14E-01	58.9985329424799	-1.533166	-1.533166	-1.533166	-1.534155	-1.508733	-1.427925	-1.299658	-0.839908	-0.416707	-0.066623
chrV	Peak288	47008	chrV	47063	-1.233742	-1.365537	-1.430349	-0.969907	-1.024302	-0.738709	-0.49362	-0.310619	-0.435741	-0.203115	1.00E-03	2.83E-04	1.38E-01	5.95E-01	58.8421442971782	-1.238814	-1.238814	-1.238814	-1.239567	-1.220177	-1.158159	-1.058571	-0.691884	-0.344761	-0.054093
chrXIV	Peak308	764157	chrXIV	764188	-1.503612	-1.737841	-1.674232	-1.030011	-1.203907	-0.913004	-0.494735	-0.394011	-0.708116	-0.090103	2.00E-03	2.85E-04	1.86E-01	5.34E-01	58.5424910181183	-1.458459	-1.458459	-1.458459	-1.459391	-1.435424	-1.359154	-1.237775	-0.800176	-0.395076	-0.059356
chrIII	Peak337	137341	chrIII	137365	-0.688204	-1.089117	-0.843887	-0.598762	-0.560608	-0.404479	-0.313653	-0.230171	-0.391357	-0.088482	4.00E-03	2.84E-04	1.13E-01	7.32E-01	58.7594746714934	-0.793272	-0.793272	-0.793272	-0.793722	-0.782113	-0.744737	-0.683961	-0.453229	-0.227394	-0.035369
chrXV	Peak367	410329	chrXV	410268	-0.98721	-1.10552	-0.905202	-0.611343	-0.835796	-0.383751	-0.364304	-0.186867	-0.368111	-0.178484	2.00E-03	2.81E-04	1.41E-01	7.01E-01	59.3972297844795	-0.890484	-0.890484	-0.890484	-0.890991	-0.87793	-0.835893	-0.767638	-0.509423	-0.257547	-0.043498
chrXVI	Peak378	641487	chrXVI	641459	-0.759473	-1.318004	-0.955279	-0.943257	-0.777643	-0.183512	-0.166023	-0.299268	-0.541196	-0.100004	5.00E-04	2.84E-04	2.96E-01	6.73E-01	58.782229708727	-0.980226	-0.980226	-0.980226	-0.980797	-0.966089	-0.918849	-0.842381	-0.555334	-0.277867	-0.043312
chrX	Peak430	140267	chrX	140389	-0.948439	-0.954045	-1.20428	-0.682674	-0.820982	-0.569368	-0.38966	-0.315621	-0.50088	-0.044774	2.00E-03	2.81E-04	1.01E-01	6.87E-01	59.3209952781674	-0.935551	-0.935551	-0.935551	-0.936087	-0.922261	-0.877795	-0.805684	-0.533712	-0.269331	-0.045051
chrXII	Peak477	329529	chrXII	329420	-0.406194	-0.398148	-0.420104	-0.284509	-0.315818	-0.040403	-0.063888	-0.096595	-0.300619	-0.015192	1.00E-03	2.83E-04	8.46E-02	8.70E-01	58.9310682116507	-0.37621	-0.37621	-0.37621	-0.376415	-0.371129	-0.354045	-0.326077	-0.218044	-0.110187	-0.017569
